Engine Condition,Engine rpm,Lub oil pressure,Fuel pressure,Coolant pressure,lub oil temp,Coolant temp
0,884.9950124688279,3.222496710063452,6.236310040522305,2.3679337122887225,78.02393363114852,78.80302972515932
1,736.2965819598928,3.351405893918324,6.901336523563042,2.316285277457579,77.42043168034505,78.20732608547698
